peakChr,peakStart,peakEnd,peakLength,peakStrand,name,score,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS
chr2,201171863,201172186,324,*,NA,0,Promoter (<=1kb),2,201171356,201346986,175631,1,26010,uc002uvr.4,507
chr2,201374479,201374738,260,*,NA,0,Promoter (<=1kb),2,201353684,201374792,21109,2,130535,uc002uvs.3,54
chr2,201374479,201374738,260,*,NA,0,Promoter (<=1kb),2,201353684,201374792,21109,2,130535,uc002uvs.3,54
chr2,201374479,201374738,260,*,NA,0,Promoter (<=1kb),2,201353684,201374792,21109,2,130535,uc002uvs.3,54
chr2,201390998,201391269,272,*,NA,0,Promoter (<=1kb),2,201390865,201448818,57954,1,151246,uc010zhe.1,133
chr2,201677391,201677422,32,*,NA,0,Promoter (<=1kb),2,201677056,201688569,11514,1,9689,uc010zhg.2,335
chr2,201677391,201677422,32,*,NA,0,Promoter (<=1kb),2,201677056,201688569,11514,1,9689,uc010zhg.2,335
chr2,201677391,201677422,32,*,NA,0,Promoter (<=1kb),2,201677056,201688569,11514,1,9689,uc010zhg.2,335
chr2,201827751,201828074,324,*,NA,0,Promoter (<=1kb),2,201774894,201828424,53531,2,4999,uc002uwr.3,350
chr2,201827751,201828074,324,*,NA,0,Promoter (<=1kb),2,201774894,201828424,53531,2,4999,uc002uwr.3,350
chr2,201827751,201828074,324,*,NA,0,Promoter (<=1kb),2,201774894,201828424,53531,2,4999,uc002uwr.3,350
chr2,201983621,201983757,137,*,NA,0,Promoter (<=1kb),2,201983269,202037411,54143,1,8837,uc002uxd.4,352
chr2,201983621,201983757,137,*,NA,0,Promoter (<=1kb),2,201983269,202037411,54143,1,8837,uc002uxd.4,352
chr2,202315840,202316139,300,*,NA,0,Promoter (<=1kb),2,202241930,202316319,74390,2,66008,uc002uyb.4,180
chr2,202315840,202316139,300,*,NA,0,Promoter (<=1kb),2,202241930,202316319,74390,2,66008,uc002uyb.4,180
chr2,202507478,202507649,172,*,NA,0,Promoter (<=1kb),2,202484907,202507667,22761,2,65062,uc021vvd.2,18
chr2,202507478,202507649,172,*,NA,0,Promoter (<=1kb),2,202484907,202507667,22761,2,65062,uc021vvd.2,18
chr2,202507823,202508047,225,*,NA,0,Promoter (<=1kb),2,202484907,202507667,22761,2,65062,uc021vve.2,-156
chr2,202507823,202508047,225,*,NA,0,Promoter (<=1kb),2,202484907,202507667,22761,2,65062,uc021vve.2,-156
chr2,202645723,202645867,145,*,NA,0,Promoter (<=1kb),2,202564986,202645895,80910,2,57679,uc002uyo.3,28
chr2,202898832,202899155,324,*,NA,0,Promoter (<=1kb),2,202899310,202903160,3851,1,8324,uc002uyw.1,-155
chr2,202898832,202899155,324,*,NA,0,Promoter (<=1kb),2,202899310,202903160,3851,1,8324,uc002uyw.1,-155
chr2,202898832,202899155,324,*,NA,0,Promoter (<=1kb),2,202899310,202903160,3851,1,8324,uc002uyw.1,-155
chr2,202900214,202900405,192,*,NA,0,Promoter (<=1kb),2,202899310,202903160,3851,1,8324,uc002uyw.1,904
chr2,203102833,203103156,324,*,NA,0,Promoter (<=1kb),2,203070903,203103322,32420,2,7341,uc002uyz.1,166
chr2,203102833,203103156,324,*,NA,0,Promoter (<=1kb),2,203070903,203103322,32420,2,7341,uc002uyz.1,166
chr2,203102833,203103156,324,*,NA,0,Promoter (<=1kb),2,203070903,203103322,32420,2,7341,uc002uyz.1,166
chr2,203102833,203103156,324,*,NA,0,Promoter (<=1kb),2,203070903,203103322,32420,2,7341,uc002uyz.1,166
chr2,203240414,203240711,298,*,NA,0,Promoter (<=1kb),2,203241050,203335067,94018,1,659,uc002uze.3,-339
chr2,203240414,203240711,298,*,NA,0,Promoter (<=1kb),2,203241050,203335067,94018,1,659,uc002uze.3,-339
chr2,203500135,203500458,324,*,NA,0,Promoter (<=1kb),2,203499901,203634480,134580,1,150864,uc010zhx.2,234
chr2,203736032,203736185,154,*,NA,0,Promoter (<=1kb),2,203690175,203736195,46021,2,130026,uc002uzk.1,10
chr2,203736346,203736591,246,*,NA,0,Promoter (<=1kb),2,203637873,203736371,98499,2,130026,uc002uzh.1,0
chr2,204192723,204192779,57,*,NA,0,Promoter (<=1kb),2,204193003,204260503,67501,1,10152,uc010zig.1,-224
chr2,204192723,204192779,57,*,NA,0,Promoter (<=1kb),2,204193003,204260503,67501,1,10152,uc010zig.1,-224
chr2,204192723,204192779,57,*,NA,0,Promoter (<=1kb),2,204193003,204260503,67501,1,10152,uc010zig.1,-224
chr2,204193409,204193537,129,*,NA,0,Promoter (<=1kb),2,204193003,204296892,103890,1,10152,uc010zij.2,406
chr2,204193409,204193537,129,*,NA,0,Promoter (<=1kb),2,204193003,204296892,103890,1,10152,uc010zij.2,406
chr2,206546680,206546991,312,*,NA,0,Promoter (<=1kb),2,206547224,206608422,61199,1,8828,uc002vat.3,-233
chr2,206950096,206950419,324,*,NA,0,Promoter (<=1kb),2,206858445,206950906,92462,2,54891,uc002vaz.4,487
chr2,206950096,206950419,324,*,NA,0,Promoter (<=1kb),2,206858445,206950906,92462,2,54891,uc002vaz.4,487
chr2,206950357,206950538,182,*,NA,0,Promoter (<=1kb),2,206858445,206950906,92462,2,54891,uc002vaz.4,368
chr2,206950357,206950538,182,*,NA,0,Promoter (<=1kb),2,206858445,206950906,92462,2,54891,uc002vaz.4,368
chr2,207139428,207139725,298,*,NA,0,Promoter (<=1kb),2,207139523,207179148,39626,1,57683,uc002vbp.2,0
chr2,207308522,207308845,324,*,NA,0,Promoter (<=1kb),2,207308368,207485854,177487,1,8745,uc002vbq.4,154
chr2,208031135,208031397,263,*,NA,0,Promoter (<=1kb),2,207938862,208031580,92719,2,8609,uc002vca.2,183
chr2,208634182,208634505,324,*,NA,0,Promoter (<=1kb),2,208627310,208634143,6834,2,7855,uc002vcj.3,-39
chr2,208634182,208634505,324,*,NA,0,Promoter (<=1kb),2,208627310,208634143,6834,2,7855,uc002vcj.3,-39
chr2,213403283,213403536,254,*,NA,0,Promoter (<=1kb),2,212240442,213403352,1162911,2,2066,uc002veg.1,0
chr2,214016518,214016819,302,*,NA,0,Promoter (<=1kb),2,213864411,214016333,151923,2,22807,uc002ven.3,-185
chr2,214016518,214016819,302,*,NA,0,Promoter (<=1kb),2,213864411,214016333,151923,2,22807,uc002ven.3,-185
chr2,214149211,214149381,171,*,NA,0,Promoter (<=1kb),2,214149140,214230140,81001,1,79582,uc002ves.1,71
chr2,214149211,214149381,171,*,NA,0,Promoter (<=1kb),2,214149140,214230140,81001,1,79582,uc002ves.1,71
chr2,216176845,216177146,302,*,NA,0,Promoter (<=1kb),2,216177033,216214496,37464,1,471,uc002vey.4,0
chr2,216176845,216177146,302,*,NA,0,Promoter (<=1kb),2,216177033,216214496,37464,1,471,uc002vey.4,0
chr2,216176845,216177146,302,*,NA,0,Promoter (<=1kb),2,216177033,216214496,37464,1,471,uc002vey.4,0
chr2,216176845,216177146,302,*,NA,0,Promoter (<=1kb),2,216177033,216214496,37464,1,471,uc002vey.4,0
chr2,216877827,216877965,139,*,NA,0,Promoter (<=1kb),2,216807314,216878346,71033,2,55686,uc002vfo.3,381
chr2,218808746,218808774,29,*,NA,0,Promoter (<=1kb),2,218664512,218808796,144285,2,7145,uc002vgt.2,22
chr2,218808946,218809069,124,*,NA,0,Promoter (<=1kb),2,218682413,218808796,126384,2,7145,uc010zjv.1,-150
chr2,219082674,219082680,7,*,NA,0,Promoter (<=1kb),2,219082120,219119071,36952,1,10109,uc002vhe.3,554
chr2,219082674,219082680,7,*,NA,0,Promoter (<=1kb),2,219082120,219119071,36952,1,10109,uc002vhe.3,554
chr2,219082674,219082680,7,*,NA,0,Promoter (<=1kb),2,219082120,219119071,36952,1,10109,uc002vhe.3,554
chr2,219082674,219082680,7,*,NA,0,Promoter (<=1kb),2,219082120,219119071,36952,1,10109,uc002vhe.3,554
chr2,219157137,219157229,93,*,NA,0,Promoter (<=1kb),2,219138917,219157280,18364,2,64114,uc002vhp.1,51
chr2,219157137,219157229,93,*,NA,0,Promoter (<=1kb),2,219138917,219157280,18364,2,64114,uc002vhp.1,51
chr2,219187923,219188246,324,*,NA,0,Promoter (<=1kb),2,219187902,219211516,23615,1,25953,uc002vhq.3,21
chr2,219187923,219188246,324,*,NA,0,Promoter (<=1kb),2,219187902,219211516,23615,1,25953,uc002vhq.3,21
chr2,219221559,219221783,225,*,NA,0,Promoter (<=1kb),2,219221579,219232817,11239,1,375307,uc002vhr.3,0
chr2,219221559,219221783,225,*,NA,0,Promoter (<=1kb),2,219221579,219232817,11239,1,375307,uc002vhr.3,0
chr2,219251939,219252065,127,*,NA,0,Promoter (<=1kb),2,219251358,219261617,10260,1,6556,uc010fvr.3,581
chr2,219264267,219264461,195,*,NA,0,Promoter (<=1kb),2,219264478,219270664,6187,1,58190,uc002vhx.3,-17
chr2,219264267,219264461,195,*,NA,0,Promoter (<=1kb),2,219264478,219270664,6187,1,58190,uc002vhx.3,-17
chr2,219433871,219434041,171,*,NA,0,Promoter (<=1kb),2,219433303,219461158,27856,1,9125,uc031rrg.1,568
chr2,219824388,219824642,255,*,NA,0,Promoter (<=1kb),2,219824350,219826877,2528,1,8941,uc002vjf.4,38
chr2,219824388,219824642,255,*,NA,0,Promoter (<=1kb),2,219824350,219826877,2528,1,8941,uc002vjf.4,38
chr2,220025030,220025301,272,*,NA,0,Promoter (<=1kb),2,219940046,220025587,85542,2,79840,uc002vjp.4,286
chr2,220025030,220025301,272,*,NA,0,Promoter (<=1kb),2,219940046,220025587,85542,2,79840,uc002vjp.4,286
chr2,220071531,220071687,157,*,NA,0,Promoter (<=1kb),2,220071506,220074373,2868,1,130617,uc031rrj.1,25
chr2,220071531,220071687,157,*,NA,0,Promoter (<=1kb),2,220071506,220074373,2868,1,130617,uc031rrj.1,25
chr2,220093969,220094292,324,*,NA,0,Promoter (<=1kb),2,220082847,220094361,11515,2,79065,uc002vke.1,69
chr2,220093969,220094292,324,*,NA,0,Promoter (<=1kb),2,220082847,220094361,11515,2,79065,uc002vke.1,69
chr2,220144171,220144275,105,*,NA,0,Promoter (<=1kb),2,220144040,220151622,7583,1,3300,uc002vkx.1,131
chr2,220144171,220144275,105,*,NA,0,Promoter (<=1kb),2,220144040,220151622,7583,1,3300,uc002vkx.1,131
chr2,220144171,220144275,105,*,NA,0,Promoter (<=1kb),2,220144040,220151622,7583,1,3300,uc002vkx.1,131
chr2,220159507,220159645,139,*,NA,0,Promoter (<=1kb),2,220158833,220158922,90,2,406944,uc010zld.1,-585
chr2,220253254,220253444,191,*,NA,0,Promoter (<=1kb),2,220238180,220253598,15419,2,23549,uc002vli.2,154
chr2,220253254,220253444,191,*,NA,0,Promoter (<=1kb),2,220238180,220253598,15419,2,23549,uc002vli.2,154
chr2,220253254,220253444,191,*,NA,0,Promoter (<=1kb),2,220238180,220253598,15419,2,23549,uc002vli.2,154
chr2,220379370,220379420,51,*,NA,0,Promoter (<=1kb),2,220378892,220403494,24603,1,55515,uc002vma.3,478
chr2,220379370,220379420,51,*,NA,0,Promoter (<=1kb),2,220378892,220403494,24603,1,55515,uc002vma.3,478
chr2,220379370,220379420,51,*,NA,0,Promoter (<=1kb),2,220378892,220403494,24603,1,55515,uc002vma.3,478
chr2,220462611,220462756,146,*,NA,0,Promoter (<=1kb),2,220462596,220481173,18578,1,114790,uc002vml.3,15
chr2,220462611,220462756,146,*,NA,0,Promoter (<=1kb),2,220462596,220481173,18578,1,114790,uc002vml.3,15
chr2,220462611,220462756,146,*,NA,0,Promoter (<=1kb),2,220462596,220481173,18578,1,114790,uc002vml.3,15
chr2,220463109,220463191,83,*,NA,0,Promoter (<=1kb),2,220462816,220474428,11613,1,114790,uc002vmm.1,293
chr2,220463109,220463191,83,*,NA,0,Promoter (<=1kb),2,220462816,220474428,11613,1,114790,uc002vmm.1,293
chr2,222438008,222438309,302,*,NA,0,Promoter (<=1kb),2,222289929,222437010,147082,2,2043,uc010zlm.1,-998
chr2,222438008,222438309,302,*,NA,0,Promoter (<=1kb),2,222289929,222437010,147082,2,2043,uc010zlm.1,-998
chr2,222438008,222438309,302,*,NA,0,Promoter (<=1kb),2,222289929,222437010,147082,2,2043,uc010zlm.1,-998
chr2,223163025,223163273,249,*,NA,0,Promoter (<=1kb),2,223162866,223169936,7071,1,151278,uc002vnb.1,159
chr2,223289124,223289447,324,*,NA,0,Promoter (<=1kb),2,223289322,223423617,134296,1,130367,uc010zlo.2,0
chr2,223289542,223289729,188,*,NA,0,Promoter (<=1kb),2,223289322,223423617,134296,1,130367,uc010zlp.2,220
chr2,223520349,223520655,307,*,NA,0,Promoter (<=1kb),2,223436162,223520827,84666,2,10056,uc002vne.1,172
chr2,223520349,223520655,307,*,NA,0,Promoter (<=1kb),2,223436162,223520827,84666,2,10056,uc002vne.1,172
chr2,223725832,223726155,324,*,NA,0,Promoter (<=1kb),2,223725732,223808119,82388,1,2181,uc002vnj.3,100
chr2,224702546,224702727,182,*,NA,0,Promoter (<=1kb),2,224629894,224702319,72426,2,130340,uc010fwx.2,-227
chr2,224702546,224702727,182,*,NA,0,Promoter (<=1kb),2,224629894,224702319,72426,2,130340,uc010fwx.2,-227
chr2,224822214,224822314,101,*,NA,0,Promoter (<=1kb),2,224822121,224832431,10311,1,65080,uc002vnr.4,93
chr2,225449512,225449835,324,*,NA,0,Promoter (<=1kb),2,225334867,225450114,115248,2,8452,uc002vny.3,279
chr2,225449512,225449835,324,*,NA,0,Promoter (<=1kb),2,225334867,225450114,115248,2,8452,uc002vny.3,279
chr2,225449512,225449835,324,*,NA,0,Promoter (<=1kb),2,225334867,225450114,115248,2,8452,uc002vny.3,279
chr2,227700465,227700617,153,*,NA,0,Promoter (<=1kb),2,227700671,227863923,163253,1,84236,uc002voi.3,-54
chr2,228029213,228029536,324,*,NA,0,Promoter (<=1kb),2,228029281,228179508,150228,1,1285,uc002vom.2,0
chr2,228190010,228190151,142,*,NA,0,Promoter (<=1kb),2,228110426,228189902,79477,2,654841,uc002vor.1,-108
chr2,230933111,230933134,24,*,NA,0,Promoter (<=1kb),2,230910373,230933264,22892,2,151473,uc002vqe.3,130
chr2,231578155,231578235,81,*,NA,0,Promoter (<=1kb),2,231578263,231685790,107528,1,51719,uc010fxq.3,-28
chr2,231578155,231578235,81,*,NA,0,Promoter (<=1kb),2,231578263,231685790,107528,1,51719,uc010fxq.3,-28
chr2,231921483,231921806,324,*,NA,0,Promoter (<=1kb),2,231921578,232037540,115963,1,5707,uc002vrm.2,0
chr2,231921483,231921806,324,*,NA,0,Promoter (<=1kb),2,231921578,232037540,115963,1,5707,uc002vrm.2,0
chr2,232329080,232329143,64,*,NA,0,Promoter (<=1kb),2,232319459,232329205,9747,2,4691,uc002vru.3,62
chr2,232572527,232572842,316,*,NA,0,Promoter (<=1kb),2,232573235,232578250,5016,1,5757,uc002vsb.4,-393
chr2,232572527,232572842,316,*,NA,0,Promoter (<=1kb),2,232573235,232578250,5016,1,5757,uc002vsb.4,-393
chr2,232572527,232572842,316,*,NA,0,Promoter (<=1kb),2,232573235,232578250,5016,1,5757,uc002vsb.4,-393
chr2,232572527,232572842,316,*,NA,0,Promoter (<=1kb),2,232573235,232578250,5016,1,5757,uc002vsb.4,-393
chr2,232572527,232572842,316,*,NA,0,Promoter (<=1kb),2,232573235,232578250,5016,1,5757,uc002vsb.4,-393
chr2,232573760,232574075,316,*,NA,0,Promoter (<=1kb),2,232574491,232578250,3760,1,5757,uc010zmf.3,-416
chr2,232574870,232574950,81,*,NA,0,Promoter (<=1kb),2,232574491,232578250,3760,1,5757,uc010zmf.3,379
chr2,232651195,232651273,79,*,NA,0,Promoter (<=1kb),2,232651162,232673434,22273,1,64708,uc002vsi.1,33
chr2,232651195,232651273,79,*,NA,0,Promoter (<=1kb),2,232651162,232673434,22273,1,64708,uc002vsi.1,33
chr2,232651195,232651273,79,*,NA,0,Promoter (<=1kb),2,232651162,232673434,22273,1,64708,uc002vsi.1,33
chr2,232651195,232651273,79,*,NA,0,Promoter (<=1kb),2,232651162,232673434,22273,1,64708,uc002vsi.1,33
chr2,232790178,232790334,157,*,NA,0,Promoter (<=1kb),2,232786805,232791038,4234,2,4880,uc002vsl.2,704
chr2,232790178,232790334,157,*,NA,0,Promoter (<=1kb),2,232786805,232791038,4234,2,4880,uc002vsl.2,704
chr2,232790704,232791027,324,*,NA,0,Promoter (<=1kb),2,232786805,232791038,4234,2,4880,uc002vsl.2,11
chr2,233352186,233352509,324,*,NA,0,Promoter (<=1kb),2,233344537,233352532,7996,2,9427,uc002vsv.2,23
chr2,233352186,233352509,324,*,NA,0,Promoter (<=1kb),2,233344537,233352532,7996,2,9427,uc002vsv.2,23
chr2,233352186,233352509,324,*,NA,0,Promoter (<=1kb),2,233344537,233352532,7996,2,9427,uc002vsv.2,23
chr2,233415468,233415576,109,*,NA,0,Promoter (<=1kb),2,233415357,233448349,32993,1,9470,uc002vtb.1,111
chr2,233415468,233415576,109,*,NA,0,Promoter (<=1kb),2,233415357,233448349,32993,1,9470,uc002vtb.1,111
chr2,233415468,233415576,109,*,NA,0,Promoter (<=1kb),2,233415357,233448349,32993,1,9470,uc002vtb.1,111
chr2,233415468,233415576,109,*,NA,0,Promoter (<=1kb),2,233415357,233448349,32993,1,9470,uc002vtb.1,111
chr2,233415468,233415576,109,*,NA,0,Promoter (<=1kb),2,233415357,233448349,32993,1,9470,uc002vtb.1,111
chr2,233498247,233498570,324,*,NA,0,Promoter (<=1kb),2,233498207,233547491,49285,1,80303,uc002vtc.3,40
chr2,233498247,233498570,324,*,NA,0,Promoter (<=1kb),2,233498207,233547491,49285,1,80303,uc002vtc.3,40
chr2,233498247,233498570,324,*,NA,0,Promoter (<=1kb),2,233498207,233547491,49285,1,80303,uc002vtc.3,40
chr2,233562099,233562397,299,*,NA,0,Promoter (<=1kb),2,233562015,233725289,163275,1,26058,uc002vtk.4,84
chr2,233792328,233792334,7,*,NA,0,Promoter (<=1kb),2,233743396,233792861,49466,2,25791,uc010fyg.1,527
chr2,233792328,233792334,7,*,NA,0,Promoter (<=1kb),2,233743396,233792861,49466,2,25791,uc010fyg.1,527
chr2,234762522,234762707,186,*,NA,0,Promoter (<=1kb),2,234745486,234763212,17727,2,55355,uc002vvg.3,505
chr2,236401690,236401892,203,*,NA,0,Promoter (<=1kb),2,236402733,236761846,359114,1,116987,uc021vyp.1,-841
chr2,236402321,236402491,171,*,NA,0,Promoter (<=1kb),2,236402733,236761846,359114,1,116987,uc021vyp.1,-242
chr2,236403377,236403656,280,*,NA,0,Promoter (<=1kb),2,236402733,237040444,637712,1,116987,uc002vvt.3,644
chr2,237076103,237076426,324,*,NA,0,Promoter (<=1kb),2,237074307,237076652,2346,2,2637,uc002vvw.1,226
chr2,237076103,237076426,324,*,NA,0,Promoter (<=1kb),2,237074307,237076652,2346,2,2637,uc002vvw.1,226
chr2,237076685,237077008,324,*,NA,0,Promoter (<=1kb),2,237074307,237076652,2346,2,2637,uc010zng.1,-33
chr2,237076685,237077008,324,*,NA,0,Promoter (<=1kb),2,237074307,237076652,2346,2,2637,uc010zng.1,-33
chr2,238536474,238536797,324,*,NA,0,Promoter (<=1kb),2,238536224,238690290,154067,1,9208,uc002vxc.3,250
chr2,238600133,238600456,324,*,NA,0,Promoter (<=1kb),2,238600807,238674558,73752,1,9208,uc002vxd.3,-351
chr2,238600133,238600456,324,*,NA,0,Promoter (<=1kb),2,238600807,238674558,73752,1,9208,uc002vxd.3,-351
chr2,238600899,238601222,324,*,NA,0,Promoter (<=1kb),2,238600807,238690290,89484,1,9208,uc010znm.2,92
chr2,238601143,238601466,324,*,NA,0,Promoter (<=1kb),2,238600807,238690290,89484,1,9208,uc010znm.2,336
chr2,238601143,238601466,324,*,NA,0,Promoter (<=1kb),2,238600807,238690290,89484,1,9208,uc010znm.2,336
chr2,238601143,238601466,324,*,NA,0,Promoter (<=1kb),2,238600807,238690290,89484,1,9208,uc010znm.2,336
chr2,238601143,238601466,324,*,NA,0,Promoter (<=1kb),2,238600807,238690290,89484,1,9208,uc010znm.2,336
chr2,238768343,238768366,24,*,NA,0,Promoter (<=1kb),2,238768187,238820755,52569,1,10267,uc002vxj.3,156
chr2,238768343,238768366,24,*,NA,0,Promoter (<=1kb),2,238768187,238820755,52569,1,10267,uc002vxj.3,156
chr2,239047182,239047256,75,*,NA,0,Promoter (<=1kb),2,239047363,239061547,14185,1,377007,uc002vxr.2,-107
chr2,239148586,239148655,70,*,NA,0,Promoter (<=1kb),2,239146908,239148681,1774,2,55502,uc002vxz.3,26
chr2,239148586,239148655,70,*,NA,0,Promoter (<=1kb),2,239146908,239148681,1774,2,55502,uc002vxz.3,26
chr2,239148835,239148909,75,*,NA,0,Promoter (<=1kb),2,239146911,239148681,1771,2,55502,uc002vyb.2,-154
chr2,239149392,239149715,324,*,NA,0,Promoter (<=1kb),2,239146911,239148681,1771,2,55502,uc002vyb.2,-711
chr2,239149392,239149715,324,*,NA,0,Promoter (<=1kb),2,239146911,239148681,1771,2,55502,uc002vyb.2,-711
chr2,239149392,239149715,324,*,NA,0,Promoter (<=1kb),2,239146911,239148681,1771,2,55502,uc002vyb.2,-711
chr2,239197057,239197380,324,*,NA,0,Promoter (<=1kb),2,239152679,239197207,44529,2,8864,uc002vyc.3,0
chr2,239197057,239197380,324,*,NA,0,Promoter (<=1kb),2,239152679,239197207,44529,2,8864,uc002vyc.3,0
chr2,239197057,239197380,324,*,NA,0,Promoter (<=1kb),2,239152679,239197207,44529,2,8864,uc002vyc.3,0
chr2,239229191,239229399,209,*,NA,0,Promoter (<=1kb),2,239229185,239309541,80357,1,26146,uc002vyf.3,6
chr2,239334623,239334776,154,*,NA,0,Promoter (<=1kb),2,239335626,239360891,25266,1,51665,uc002vyg.3,-850
chr2,240323150,240323311,162,*,NA,0,Promoter (<=1kb),2,240016312,240323346,307035,2,9759,uc010fza.2,35
chr2,240323150,240323311,162,*,NA,0,Promoter (<=1kb),2,240016312,240323346,307035,2,9759,uc010fza.2,35
chr2,240323150,240323311,162,*,NA,0,Promoter (<=1kb),2,240016312,240323346,307035,2,9759,uc010fza.2,35
chr2,240964669,240964706,38,*,NA,0,Promoter (<=1kb),2,240896789,240964819,68031,2,4705,uc002vyn.3,113
chr2,240964669,240964706,38,*,NA,0,Promoter (<=1kb),2,240896789,240964819,68031,2,4705,uc002vyn.3,113
chr2,240964669,240964706,38,*,NA,0,Promoter (<=1kb),2,240896789,240964819,68031,2,4705,uc002vyn.3,113
chr2,240964895,240964992,98,*,NA,0,Promoter (<=1kb),2,240957827,240964819,6993,2,4705,uc002vyp.3,-76
chr2,240964895,240964992,98,*,NA,0,Promoter (<=1kb),2,240957827,240964819,6993,2,4705,uc002vyp.3,-76
chr2,241075878,241076035,158,*,NA,0,Promoter (<=1kb),2,241065980,241075764,9785,2,150678,uc002vyu.1,-114
chr2,241375085,241375408,324,*,NA,0,Promoter (<=1kb),2,241375115,241407495,32381,1,2817,uc002vyw.4,0
chr2,241500094,241500417,324,*,NA,0,Promoter (<=1kb),2,241418839,241500275,81437,2,51281,uc002vzd.1,0
chr2,241500094,241500417,324,*,NA,0,Promoter (<=1kb),2,241418839,241500275,81437,2,51281,uc002vzd.1,0
chr2,241500094,241500417,324,*,NA,0,Promoter (<=1kb),2,241418839,241500275,81437,2,51281,uc002vzd.1,0
chr2,241500094,241500417,324,*,NA,0,Promoter (<=1kb),2,241418839,241500275,81437,2,51281,uc002vzd.1,0
chr2,241500094,241500417,324,*,NA,0,Promoter (<=1kb),2,241418839,241500275,81437,2,51281,uc002vzd.1,0
chr2,241500094,241500417,324,*,NA,0,Promoter (<=1kb),2,241418839,241500275,81437,2,51281,uc002vzd.1,0
chr2,241507410,241507733,324,*,NA,0,Promoter (<=1kb),2,241508004,241518149,10146,1,57140,uc002vzi.4,-271
chr2,241526286,241526609,324,*,NA,0,Promoter (<=1kb),2,241526133,241557122,30990,1,11132,uc002vzq.2,153
chr2,241526286,241526609,324,*,NA,0,Promoter (<=1kb),2,241526133,241557122,30990,1,11132,uc002vzq.2,153
chr2,241937801,241937948,148,*,NA,0,Promoter (<=1kb),2,241938255,242033643,95389,1,25992,uc002wah.1,-307
chr2,241937801,241937948,148,*,NA,0,Promoter (<=1kb),2,241938255,242033643,95389,1,25992,uc002wah.1,-307
chr2,241938081,241938124,44,*,NA,0,Promoter (<=1kb),2,241938255,242033643,95389,1,25992,uc002wah.1,-131
chr2,241938081,241938124,44,*,NA,0,Promoter (<=1kb),2,241938255,242033643,95389,1,25992,uc002wah.1,-131
chr2,242041916,242041973,58,*,NA,0,Promoter (<=1kb),2,242036337,242041747,5411,2,130916,uc010zok.1,-169
chr2,242211510,242211821,312,*,NA,0,Promoter (<=1kb),2,242166682,242212246,45565,2,3069,uc002waz.3,425
chr2,242254328,242254651,324,*,NA,0,Promoter (<=1kb),2,242254723,242293441,38719,1,4735,uc002wbc.3,-72
chr2,242254328,242254651,324,*,NA,0,Promoter (<=1kb),2,242254723,242293441,38719,1,4735,uc002wbc.3,-72
chr2,242254328,242254651,324,*,NA,0,Promoter (<=1kb),2,242254723,242293441,38719,1,4735,uc002wbc.3,-72
chr2,242255367,242255663,297,*,NA,0,Promoter (<=1kb),2,242255281,242293441,38161,1,4735,uc010zop.2,86
chr2,242255367,242255663,297,*,NA,0,Promoter (<=1kb),2,242255281,242293441,38161,1,4735,uc010zop.2,86
chr2,242255367,242255663,297,*,NA,0,Promoter (<=1kb),2,242255281,242293441,38161,1,4735,uc010zop.2,86
chr2,242295749,242295869,121,*,NA,0,Promoter (<=1kb),2,242295664,242434256,138593,1,9855,uc002wbi.2,85
chr2,242295749,242295869,121,*,NA,0,Promoter (<=1kb),2,242295664,242434256,138593,1,9855,uc002wbi.2,85
chr2,242295749,242295869,121,*,NA,0,Promoter (<=1kb),2,242295664,242434256,138593,1,9855,uc002wbi.2,85
chr2,242295749,242295869,121,*,NA,0,Promoter (<=1kb),2,242295664,242434256,138593,1,9855,uc002wbi.2,85
chr2,242447693,242448010,318,*,NA,0,Promoter (<=1kb),2,242434122,242447775,13654,2,10494,uc002wbm.4,0
chr2,242447693,242448010,318,*,NA,0,Promoter (<=1kb),2,242434122,242447775,13654,2,10494,uc002wbm.4,0
chr2,242447693,242448010,318,*,NA,0,Promoter (<=1kb),2,242434122,242447775,13654,2,10494,uc002wbm.4,0
chr2,242448282,242448526,245,*,NA,0,Promoter (<=1kb),2,242439206,242448110,8905,2,10494,uc010zow.3,-172
chr2,242448282,242448526,245,*,NA,0,Promoter (<=1kb),2,242439206,242448110,8905,2,10494,uc010zow.3,-172
chr2,242576497,242576820,324,*,NA,0,Promoter (<=1kb),2,242523820,242576725,52906,2,51078,uc002wbt.3,0
chr2,242577271,242577500,230,*,NA,0,Promoter (<=1kb),2,242577027,242613271,36245,1,23192,uc010zoy.2,244
chr2,242577271,242577500,230,*,NA,0,Promoter (<=1kb),2,242577027,242613271,36245,1,23192,uc010zoy.2,244
chr2,242625971,242626171,201,*,NA,0,Promoter (<=1kb),2,242615157,242626383,11227,2,1841,uc002wbz.2,212
chr2,242625971,242626171,201,*,NA,0,Promoter (<=1kb),2,242615157,242626383,11227,2,1841,uc002wbz.2,212
chr2,242625971,242626171,201,*,NA,0,Promoter (<=1kb),2,242615157,242626383,11227,2,1841,uc002wbz.2,212
chr2,242626496,242626815,320,*,NA,0,Promoter (<=1kb),2,242615157,242626383,11227,2,1841,uc010zpb.2,-113
chr2,242640974,242641275,302,*,NA,0,Promoter (<=1kb),2,242641456,242659600,18145,1,84289,uc021vzk.1,-181
chr2,242641880,242642131,252,*,NA,0,Promoter (<=1kb),2,242641456,242668896,27441,1,84289,uc002wcd.3,424
