gene.ids,gene.symb
93622,LOC93622
55330,BLOC1S4
9778,KIAA0232
57533,TBC1D14
80273,GRPEL1
730971,LINC02447
57537,SORCS2
60312,AFAP1
84448,ABLIM2
94031,HTRA3
152992,TRMT44
9948,WDR1
9364,RAB28
579,NKX3-2
100847023,MIR5091
132864,CPEB2
26234,FBXL5
202018,TAPT1
202020,TAPT1-AS1
5860,QDPR
51056,LAP3
64151,NCAPG
23231,SEL1L3
57620,STIM2
116984,ARAP2
23216,TBC1D1
51274,KLF3
11019,LIAS
7358,UGDH
100885776,UGDH-AS1
3093,UBE2K
23244,PDS5A
55728,N4BP2
54502,RBM47
7345,UCHL1
389206,BEND4
152573,SHISA3
10396,ATP8A1
386617,KCTD8
54951,COMMD8
57606,SLAIN2
285527,FRYL
54940,OCIAD1
132671,SPATA18
64854,USP46
100616436,MIR4449
65997,RASL11B
26511,CHIC2
3815,KIT
79644,SRD5A3
55858,TMEM165
9575,CLOCK
10874,NMU
9662,CEP135
84525,HOPX
5978,REST
84273,NOA1
3490,IGFBP7
23284,ADGRL3
55236,UBA6
22902,RUFY3
2926,GRSF1
9508,ADAMTS3
26057,ANKRD17
25849,PARM1
152815,THAP6
9908,G3BP2
27163,NAAA
100129583,FAM47E
8987,STBD1
345079,SOWAHB
55752,SEPTIN11
246175,CNOT6L
55589,BMP2K
152559,PAQR3
118429,ANTXR2
56978,PRDM8
9987,HNRNPDL
100499177,THAP9-AS1
51316,PLAC8
27235,COQ2
84142,ABRAXAS1
84803,GPAT3
4825,NKX6-1
23001,WDFY3
132989,C4orf36
4299,AFF1
57563,KLHL8
5311,PKD2
9429,ABCG2
55008,HERC6
401145,CCSER1
56916,SMARCAD1
658,BMPR1B
8633,UNC5C
5910,RAP1GDS1
10098,TSPAN5
1977,EIF4E
23173,METAP1
54790,TET2
166929,SGMS2
113612,CYP2U1
641518,LEF1-AS1
51176,LEF1
64850,ETNPPL
10427,SEC24B
55013,MCUB
81579,PLA2G12A
132720,FAM241A
55435,AP1AR
63973,NEUROG2
817,CAMK2D
9348,NDST3
8492,PRSS12
9871,SEC24D
54532,USP53
8654,PDE5A
11107,PRDM5
79625,NDNF
308,ANXA5
132332,TMEM155
890,CCNA2
7222,TRPC3
2247,FGF2
10252,SPRY1
79633,FAT4
22824,HSPA4L
55132,LARP1B
10424,PGRMC2
79960,JADE1
25819,NOCT
1998,ELF2
84709,MGARP
80854,SETD7
55534,MAML3
60592,SCOC
1047,CLGN
23158,TBC1D9
2549,GAB1
8467,SMARCA5
54726,OTUD4
4086,SMAD1
11157,LSM6
79658,ARHGAP10
4306,NR3C2
166614,DCLK2
54553,MIR4453HG
27236,ARFIP1
23321,TRIM2
84057,MND1
23240,TMEM131L
285533,RNF175
54798,DCHS2
2982,GUCY1A1
1519,CTSO
56034,PDGFC
2743,GLRB
2891,GRIA2
57600,FNIP2
152940,C4orf45
201931,TMEM192
11275,KLHL2
1363,CPE
55601,DDX60
57630,SH3RF1
9848,MFAP3L
51166,AADAT
442117,GALNTL6
51809,GALNT7
116966,WDR17
60559,SPCS3
90768,TENM3-AS1
80014,WWC2
55602,CDKN2AIP
3622,ING2
201965,RWDD4
836,CASP3
2180,ACSL1
57587,CFAP97
83891,SNX25
353322,ANKRD37
256309,CCDC110
285440,CYP4V2
4543,MTNR1A
2195,FAT1
6389,SDHA
57491,AHRR
25845,PP7080
11076,TPPP
65980,BRD9
85409,NKD2
10723,SLC12A7
79888,LPCAT1
728609,SDHAP3
4726,NDUFS6
134111,UBE2QL1
11044,TENT4A
134121,C5orf49
4552,MTRR
100505738,MIR4458HG
10299,MARCHF6
651746,ANKRD33B
1611,DAP
7204,TRIO
54491,OTULINL
54463,RETREG1
10409,BASP1
23037,PDZD2
54545,MTMR12
10923,SUB1
23600,AMACR
26064,RAI14
134218,DNAJC21
92255,LMBRD2
133686,NADK2
25836,NIPBL
65250,CPLANE1
3977,LIFR
253260,RICTOR
5562,PRKAA1
285636,C5orf51
26272,FBXO4
2690,GHR
153684,LOC153684
7690,ZNF131
3157,HMGCS1
64417,TMEM267
10605,PAIP1
10884,MRPS30
79668,PARP8
3673,ITGA2
10468,FST
166979,CDC20B
345643,MCIDAS
10309,CCNO
153129,SLC38A9
133383,SETD9
166968,MIER3
65056,GPBP1
10769,PLK2
5144,PDE4D
55789,DEPDC1B
79993,ELOVL7
643155,SMIM15
57688,ZSWIM6
51194,IPO11
285671,RNF180
100132916,SHISAL2B
5295,PIK3R1
64924,SLC30A5
5884,RAD17
100506658,OCLN
79810,PTCD2
3842,TNPO1
115548,FCHO2
689,BTF3
64283,ARHGEF28
26049,FAM169A
10087,CERT1
10788,IQGAP2
2149,F2R
55255,WDR41
8546,AP3B1
10184,LHFPL2
411,ARSB
133746,JMY
9456,HOMER1
9765,ZFYVE16
340120,ANKRD34B
5924,RASGRF2
23635,SSBP2
6228,RPS23
10085,EDIL3
1350,COX7C
1070,CETN3
153364,MBLAC2
84059,ADGRV1
7025,NR2F1
79772,MCTP1
22836,RHOBTB3
22936,ELL2
831,CAST
4012,LNPEP
285704,RGMB
503569,RGMB-AS1
100289230,LOC100289230
5066,PAM
90355,C5orf30
1946,EFNA5
64839,FBXL17
100652853,LINC01023
2241,FER
91137,SLC25A46
814,CAMK4
100505678,STARD4-AS1
9315,NREP
114915,EPB41L4A-AS1
54508,EPB41L4A-DT
324,APC
7905,REEP5
4163,MCC
64848,YTHDC2
55521,TRIM36
153733,CCDC112
56929,FEM1C
51014,TMED7
1176,AP3S1
1657,DMXL1
51334,PRR16
28966,SNX24
93166,PRDM6
51808,PHAX
4001,LMNB1
115123,MARCHF3
644873,LINC01184
6558,SLC12A2
2201,FBN2
51015,ISOC1
337876,CHSY3
3094,HINT1
90624,LYRM7
56990,CDC42SE2
51735,RAPGEF6
8974,P4HA2
8572,PDLIM4
6583,SLC22A4
6584,SLC22A5
553103,MIR3936HG
441108,IRF1-AS1
3659,IRF1
10111,RAD50
11127,KIF3A
23176,SEPTIN8
134548,SOWAHA
134549,SHROOM1
27125,AFF4
54819,ZCCHC10
23105,FSTL4
7416,VDAC1
6500,SKP1
23338,JADE2
51128,SAR1B
84105,PCBD2
100996485,C5orf66
9555,MACROH2A1
26223,FBXL21P
4090,SMAD5
6695,SPOCK1
10949,HNRNPA0
27039,PKD2L2
51306,FAM13B
995,CDC25C
51780,KDM3B
51308,REEP2
1958,EGR1
2107,ETF1
1495,CTNNA1
64374,SIL1
9782,MATR3
202051,SPATA24
202052,DNAJC18
7322,UBE2D2
51523,CXXC5
9542,NRG2
100505636,MALINC1
84418,CYSTM1
4695,NDUFA2
1729,DIAPH1
285613,RELL2
9604,RNF14
80762,NDFIP1
23092,ARHGAP26
2908,NR3C1
153768,PRELID2
54439,RBM27
10915,TCERG1
154,ADRB2
22885,ABLIM3
134265,AFAP1L1
78991,PCYOX1L
1452,CSNK1A1
389337,ARHGEF37
133522,PPARGC1B
6949,TCOF1
6208,RPS14
55696,RBM22
51164,DCTN4
10318,TNIP1
309,ANXA6
206358,SLC36A1
10146,G3BP1
55568,GALNT10
79685,SAP30L
23367,LARP1
25929,GEMIN5
26999,CYFIP2
348938,NIPAL4
8728,ADAM19
134353,LSM11
153830,RNF145
134510,UBLCP1
114825,PWWP2A
79616,CCNJL
900,CCNG1
134492,NUDCD2
27430,MAT2B
23286,WWC1
79646,PANK3
6586,SLIT3
54908,SPDL1
30820,KCNIP1
4869,NPM1
8817,FGF18
23291,FBXW11
6793,STK10
92181,UBTD2
285590,SH3PXD2B
54492,NEURL1B
1843,DUSP1
57222,ERGIC1
51121,RPL26L1
153222,CREBRF
662,BNIP1
1482,NKX2-5
8614,STC2
91272,BOD1
4488,MSX2
1812,DRD1
94081,SFXN1
10814,CPLX2
57179,KIAA1191
285598,ARL10
1212,CLTB
23197,FAF2
54825,CDHR2
114787,GPRIN1
6620,SNCB
26262,TSPAN17
90249,UNC5A
51720,UIMC1
23567,ZNF346
2264,FGFR4
64324,NSD1
10636,RGS14
2870,GRK6
80758,PRR7
1627,DBN1
9260,PDLIM7
11285,B4GALT7
23138,N4BP3
64777,RMND5B
3182,HNRNPAB
85007,PHYKPL
91522,COL23A1
57396,CLK4
117608,ZNF354B
80108,ZFP2
345462,ZNF879
80230,RUFY1
3187,HNRNPH1
821,CANX
9794,MAML1
11282,MGAT4B
8878,SQSTM1
51149,MRNIP
55819,RNF130
255426,RASGEF1C
5601,MAPK9
9945,GFPT2
57472,CNOT6
2324,FLT4
4245,MGAT1
643836,ZFP62
81786,TRIM7
90933,TRIM41
56940,DUSP22
94234,FOXQ1
2295,FOXF2
2296,FOXC1
2762,GMDS
154386,LINC01600
56897,WRNIP1
5272,SERPINB9
5269,SERPINB6
401232,LINC01011
670,BPHL
7280,TUBB2A
347733,TUBB2B
389362,PSMG4
63027,SLC22A23
221749,PXDC1
8899,PRPF4B
9425,CDYL
648791,PPP1R3G
51299,NRN1
6745,SSR1
1832,DSP
154007,SNRNP48
654,BMP6
81567,TXNDC5
100526836,BLOC1S5-TXNDC5
51000,SLC35B3
100130275,TFAP2A-AS1
7020,TFAP2A
54898,ELOVL2
221710,SMIM13
100113407,TMEM170B
3096,HIVEP1
54438,GFOD1
23408,SIRT5
10048,RANBP9
63933,MCUR1
221687,RNF182
9308,CD83
3720,JARID2
29116,MYLIP
6310,ATXN1
51439,FAM8A1
9972,NUP153
63971,KIF13A
221656,KDM1B
7913,DEK
3400,ID4
154141,MBOAT1
1871,E2F3
54901,CDKAL1
7915,ALDH5A1
9750,RIPOR2
55604,CARMIL1
8359,H4C1
493812,HCG11
10473,HMGN4
10279,PRSS16
7718,ZNF165
7741,ZSCAN26
64288,ZSCAN31
80317,ZKSCAN3
285830,HLA-F-AS1
7726,TRIM26
3139,HLA-L
414777,HCG18
79897,RPP21
2794,GNL1
79969,ATAT1
221545,C6orf136
170954,PPP1R18
9656,MDC1
203068,TUBB
10211,FLOT1
8870,IER3
57176,VARS2
253018,HCG27
3107,HLA-C
401250,MCCD1
7919,DDX39B
7916,PRRC2A
7918,GPANK1
58530,LY6G6D
80737,VWA7
7407,VARS1
4758,NEU1
10919,EHMT2
221527,ZBTB12
1797,DXO
7148,TNXB
9374,PPT2
63940,GPSM3
6046,BRD2
6257,RXRB
7923,HSD17B8
6015,RING1
414765,HCG25
8705,B3GALT4
5863,RGL2
51596,CUTA
84300,UQCC2
221496,LEMD2
2914,GRM4
3159,HMGA1
221491,SMIM29
11165,NUDT3
23294,ANKS1A
7629,ZNF76
2178,FANCE
7005,TEAD3
2289,FKBP5
6732,SRPK1
1432,MAPK14
57699,CPNE5
51645,PPIL1
221477,C6orf89
23787,MTCH1
5292,PIM1
266727,MDGA1
60685,ZFAND3
114781,BTBD9
8645,KCNK5
23500,DAAM2
57497,LRFN2
4800,NFYA
4188,MDFI
7942,TFEB
10817,FRS3
705,BYSL
896,CCND3
55809,TRERF1
6903,TBCC
441150,C6orf226
5190,PEX6
88745,RRP36
9820,CUL7
23113,CUL9
10591,DNPH1
84630,TTBK1
24149,ZNF318
221424,LRRC73
9587,MAD2L1BP
7422,VEGFA
64928,MRPL14
55362,TMEM63B
2030,SLC29A1
3326,HSP90AB1
347734,SLC35B2
4794,NFKBIE
202500,TCTE1
57505,AARS2
860,RUNX2
53405,CLIC5
10231,RCAN2
7941,PLA2G7
85315,PAQR8
401264,TRAM2-AS1
730101,LOC730101
26268,FBXO9
2729,GCLC
55227,LRRC1
667,DST
221336,BEND6
51715,RAB23
7803,PTP4A1
577,ADGRB3
57579,FAM135A
60682,SMAP1
135152,B3GAT2
79627,OGFRL1
79940,LINC00472
56479,KCNQ5
26503,SLC17A5
135228,CD109
4646,MYO6
55023,PHIP
6785,ELOVL4
7272,TTK
55603,TENT5A
25998,IBTK
5238,PGM3
4199,ME1
134701,RIPPLY2
112609,MRAP2
9096,TBX18
57231,SNX14
10492,SYNCRIP
57150,SMIM8
1268,CNR1
10957,PNRC1
135295,SRSF12
135293,PM20D2
51465,UBE2J1
58528,RRAGD
22881,ANKRD6
60468,BACH2
6885,MAP3K7
2045,EPHA7
5454,POU3F2
26235,FBXL4
84553,FAXC
85015,USP45
100130890,TSTD3
10973,ASCC3
57531,HACE1
100113403,LIN28B-AS1
11149,BVES
5550,PREP
57673,BEND3
57107,PDSS2
55084,SOBP
11231,SEC63
8724,SNX3
246269,AFG1L
2309,FOXO3
84071,ARMC2
27244,SESN1
8763,CD164
9841,ZBTB24
8936,WASF1
728464,METTL24
262,AMD1
23097,CDK19
117247,SLC16A10
5980,REV3L
10758,TRAF3IP2
2534,FYN
3066,HDAC2
221294,NT5DC1
29940,DSE
51389,RWDD1
221302,ZUP1
285761,DCBLD1
57120,GOPC
222553,SLC35F1
387119,CEP85L
79632,FAM184A
3298,HSF2
57515,SERINC1
5570,PKIB
154214,RNF217
51020,HDDC2
23493,HEY2
135112,NCOA7
60487,TRMT11
81847,RNF146
5796,PTPRK
114801,TMEM200A
2037,EPB41L2
9465,AKAP7
9439,MED23
5167,ENPP1
1490,CCN2
26002,MOXD1
8417,STX7
2070,EYA4
9519,TBPL1
6446,SGK1
4602,MYB
54806,AHI1
113115,MTFR2
9053,MAP7
4217,MAP3K5
5191,PEX7
340146,SLC35D3
7128,TNFAIP3
57221,ARFGEF3
23593,HEBP2
441172,FLJ46906
85021,REPS1
58527,ABRACL
51696,HECA
10370,CITED2
57211,ADGRG6
3097,HIVEP2
9749,PHACTR2
5325,PLAGL1
7402,UTRN
100507557,LOC100507557
84085,FBXO30
257218,SHPRH
10981,RAB32
134957,STXBP5
729178,STXBP5-AS1
389432,SAMD5
23328,SASH1
10090,UST
23118,TAB2
11104,KATNA1
9113,LATS1
100652739,RAET1E-AS1
84918,LRP11
81706,PPP1R14C
57480,PLEKHG1
25902,MTHFD1L
9590,AKAP12
57621,ZBTB2
80129,CCDC170
2099,ESR1
23345,SYNE1
26575,RGS17
22828,SCAF8
57492,ARID1B
100616154,MIR4466
79683,ZDHHC14
51429,SNX9
8871,SYNJ2
57583,TMEM181
6993,DYNLT1
7430,EZR
83861,RSPH3
84624,FNDC1
6648,SOD2
9589,WTAP
29074,MRPL18
3482,IGF2R
56895,AGPAT4
5071,PRKN
100526820,CAHM
9444,QKI
10846,PDE10A
441177,LINC00602
51660,MPC1
6196,RPS6KA2
8635,RNASET2
100500857,MIR3939
11116,FGFR1OP
1235,CCR6
253769,WDR27
387263,C6orf120
55274,PHF10
55780,ERMARD
28514,DLL1
5134,PDCD2
56975,FAM20C
54919,DNAAF5
23353,SUN1
51608,GET4
11033,ADAP1
84310,C7orf50
79778,MICALL2
7975,MAFK
114796,PSMG3-AS1
8379,MAD1L1
29960,MRM2
55501,CHST12
3955,LFNG
221927,BRAT1
23288,IQCE
80727,TTYH3
221935,SDK1
221937,FOXK1
55698,RADIL
26100,WIPI2
222962,SLC29A4
84629,TNRC18
60,ACTB
6624,FSCN1
27102,EIF2AK1
11014,KDELR2
54753,ZNF853
7559,ZNF12
441194,PMS2CL
56913,C1GALT1
54468,MIOS
30010,NXPH1
221981,THSD7A
54664,TMEM106B
85477,SCIN
729920,CRPPA
57037,ANKMY2
196,AHR
9734,HDAC9
3696,ITGB8
6671,SP4
8701,DNAH11
55536,CDCA7L
84668,FAM126A
55975,KLHL7
11097,NUP42
10643,IGF2BP3
29896,TRA2A
51678,MPP6
1687,GSDME
26031,OSBPL3
406940,MIR148A
9603,NFE2L3
11335,CBX3
29887,SNX10
8935,SKAP2
3201,HOXA4
100133311,HOXA-AS3
3202,HOXA5
3203,HOXA6
3204,HOXA7
3205,HOXA9
442920,MIR196B
3206,HOXA10
3207,HOXA11
3209,HOXA13
100316868,HOTTIP
221895,JAZF1
1124,CHN2
644150,WIPF3
9805,SCRN1
84725,PLEKHA8
222166,MTURN
223082,ZNRF2
10392,NOD1
401320,GARS-DT
1395,CRHR2
117,ADCYAP1R1
23080,AVL9
25948,KBTBD2
441212,RP9P
11328,FKBP9
6100,RP9
23333,DPY19L1
57057,TBX20
64224,HERPUD2
23366,KIAA0895
5898,RALA
2737,GLI3
79020,C7orf25
23072,HECW1
9263,STK17A
644,BLVRA
64951,MRPS24
100534592,URGCP-MRPS24
51619,UBE2D4
5425,POLD2
816,CAMK2B
23386,NUDCD3
54606,DDX56
83637,ZMIZ2
5478,PPIA
94239,H2AZ2
285958,SNHG15
23148,NACAD
9238,TBRG4
64759,TNS3
136288,C7orf57
10320,IKZF1
63979,FIGNL1
2887,GRB10
23242,COBL
222008,VSTM2A
1956,EGFR
55915,LANCL2
81552,VOPP1
349075,ZNF713
51373,MRPS17
25870,SUMF2
340252,ZNF680
51427,ZNF107
2086,ERV3-1
2990,GUSB
435,ASL
8460,TPST1
154881,KCTD7
27342,RABGEF1
5382,PMS2P4
9031,BAZ1B
9275,BCL7B
155382,VPS37D
6804,STX1A
1365,CLDN3
3984,LIMK1
7458,EIF4H
7461,CLIP2
9569,GTF2IRD1
2969,GTF2I
81554,RCC1L
5387,PMS2P3
3092,HIP1
57414,RHBDD2
100616270,MIR4651
83862,TMEM120A
4191,MDH2
222183,SRRM3
7532,YWHAG
136853,SSC4D
100133091,LOC100133091
222194,RSBN1L
57157,PHTF2
100505881,MAGI2-AS3
2770,GNAI1
781,CACNA2D1
222223,KIAA1324L
9988,DMTF1
11257,TP53TG1
154661,RUNDC3B
53616,ADAM22
6717,SRI
261729,STEAP2
5218,CDK14
8321,FZD1
10142,AKAP9
889,KRIT1
1021,CDK6
64921,CASD1
55607,PPP1R9A
10165,SLC25A13
389538,CCZ1P-OR7E38P
55971,BAIAP2L1
4885,NPTX2
222865,TMEM130
8295,TRRAP
57154,SMURF1
10095,ARPC1B
10898,CPSF4
285989,ZNF789
84124,ZNF394
79027,ZNF655
221785,ZSCAN25
7589,ZSCAN21
7551,ZNF3
10980,COPS6
4176,MCM7
9179,AP4M1
6878,TAF6
389541,LAMTOR4
352954,CASTOR3
56257,MEPCE
221908,PPP1R35
222950,NYAP1
26261,FBXO24
100129845,PCOLCE-AS1
2050,EPHB4
56996,SLC12A9
7205,TRIP6
51593,SRRT
43,ACHE
64792,IFT22
1523,CUX1
80228,ORAI2
83787,ARMC10
222236,NAPEPLD
9512,PMPCB
375611,SLC26A5
6733,SRPK2
222256,CDHR3
6856,SYPL1
168455,CCDC71L
11062,DUS4L
55973,BCAP29
3912,LAMB1
4897,NRCAM
4189,DNAJB9
83943,IMMP2L
9732,DOCK4
3475,IFRD1
64418,TMEM168
93986,FOXP2
26136,TES
857,CAV1
4233,MET
830,CAPZA2
93653,ST7-AS1
83992,CTTNBP2
51691,LSM8
3751,KCND2
23554,TSPAN12
5803,PTPRZ1
93664,CADPS2
8976,WASL
730130,TMEM229A
168850,ZNF800
79571,GCC1
381,ARF5
64101,LRRC4
401399,PRRT4
3614,IMPDH1
29923,HILPDA
64753,CCDC136
2318,FLNC
375616,KCP
6608,SMO
23382,AHCYL2
100287482,SMKR1
7328,UBE2H
26958,COPG2
136259,KLF14
378805,LINC-PINT
4289,MKLN1
5420,PODXL
91584,PLXNA4
54927,CHCHD3
800,CALD1
29062,WDR91
647087,STMP1
8805,TRIM24
136306,SVOPL
57670,KIAA1549
92092,ZC3HAV1L
56829,ZC3HAV1
254048,UBN2
154791,FMC1
51631,LUC7L2
346689,KLRG2
6916,TBXAS1
80853,KDM7A
23608,MKRN1
90956,ADCK2
100134713,NDUFB2-AS1
673,BRAF
51650,MRPS33
100507421,TMEM178B
55750,AGK
2051,EPHB6
9715,FAM131B
7791,ZYX
9747,TCAF1
26047,CNTNAP2
8454,CUL1
2146,EZH2
9601,PDIA4
136051,ZNF786
57541,ZNF398
8427,ZNF282
7988,ZNF212
100289678,ZNF783
155060,LOC155060
27153,ZNF777
155061,ZNF746
79970,ZNF767P
168544,ZNF467
643641,ZNF862
401431,ATP6V0E2-AS1
653857,ACTR3C
29803,REPIN1
3757,KCNH2
6522,SLC4A2
10922,FASTK
83590,TMUB1
116988,AGAP3
2636,GBX1
54480,CHPF2
6604,SMARCD3
51667,NUB1
51422,PRKAG2
100505483,PRKAG2-AS1
58508,KMT2C
220832,FABP5P3
100128822,LINC01003
7516,XRCC2
57180,ACTR3B
22976,PAXIP1
202781,PAXIP1-AS1
3638,INSIG1
2020,EN2
155435,RBM33
6469,SHH
129790,NA
140545,RNF32
64327,LMBR1
3110,MNX1
9690,UBE3C
10049,DNAJB6
57488,ESYT2
55112,WDR60
7434,VIPR2
9639,ARHGEF10
9920,KBTBD11
55326,AGPAT5
90459,ERI1
79660,PPP1R3B
54984,PINX1
2222,FDFT1
7991,TUSC3
286097,MICU3
51201,ZDHHC2
9108,MTMR7
6542,SLC7A2
57509,MTUS1
427,ASAH1
23362,PSD3
63898,SH2D4A
23039,XPO7
79873,NUDT18
80346,REEP4
203190,LGI3
649,BMP1
23516,SLC39A14
5533,PPP3CC
541565,C8orf58
203069,R3HCC1
9583,ENTPD4
51312,SLC25A37
157313,CDCA2
665,BNIP3L
1808,DPYSL2
51435,SCARA3
55893,ZNF395
7976,FZD3
2137,EXTL3
23303,KIF13B
23484,LEPROTL1
100128750,RBPMS-AS1
2961,GTF2E2
2936,GSR
5516,PPP2CB
84549,MAK16
80139,ZNF703
11212,PLPBP
25960,ADGRA2
1978,EIF4EBP1
23259,DDHD2
84513,PLPP5
54904,NSD3
137994,LETM2
6867,TACC1
8754,ADAM9
6422,SFRP1
137964,GPAT4
286,ANK1
7994,KAT6A
10947,AP3M2
3551,IKBKB
7419,VDAC3
114926,SMIM19
100616115,MIR4469
84376,HOOK3
84197,POMK
138050,HGSNAT
100287846,LOC100287846
4173,MCM4
389658,ALKAL1
9821,RB1CC1
51606,ATP6V1H
10434,LYPLA1
29088,MRPL15
4067,LYN
54928,IMPAD1
90362,FAM110B
6386,SDCBP
8439,NSMAF
9760,TOX
767,CA8
5862,RAB2A
55636,CHD7
444,ASPH
8836,GGH
253943,YTHDF3
9650,MTFR1
5150,PDE7A
4603,MYBL1
23678,SGK3
641638,SNHG6
80243,PREX2
81796,SLCO5A1
10499,NCOA2
23471,TRAM1
51110,LACTB2
6129,RPL7
157506,RDH10
27067,STAU2
55284,UBE2W
54968,TMEM70
56704,JPH1
3174,HNF4G
5828,PEX2
23462,HEY1
7163,TPD52
65986,ZBTB10
2171,FABP5
3612,IMPA1
377677,CA13
760,CA2
11059,WWP1
8767,RIPK2
734,OSGIN2
169200,TMEM64
100127983,C8orf88
55529,PIP4P2
51633,OTUD6B
862,RUNX1T1
286144,TRIQK
137392,FAM92A
389677,RBM12B
54704,PDP1
286148,DPY19L4
55656,INTS8
9134,CCNE2
94241,TP53INP1
137682,NDUFAF6
157657,C8orf37
92140,MTDH
4147,MATN2
10247,RIDA
79815,NIPAL2
3788,KCNS2
6788,STK3
157680,VPS13B
1345,COX6C
6674,SPAG1
25897,RNF19A
26986,PABPC1
7534,YWHAZ
51123,ZNF706
50484,RRM2B
51366,UBR5
7071,KLF10
51582,AZIN1
79870,BAALC
8323,FZD6
29967,LRP12
55074,OXR1
3646,EIF3E
9166,EBAG9
644660,RAD21-AS1
90390,MED30
2131,EXT1
114569,MAL2
4856,CCN3
7373,COL14A1
22882,ZHX2
100533106,ZHX1-C8orf76
114907,FBXO32
157769,FAM91A1
157378,TMEM65
11236,RNF139
4715,NDUFB9
9788,MTSS1
6713,SQLE
10221,TRIB1
157638,LRATD2
4609,MYC
51571,FAM49B
50807,ASAP1
23167,EFR3A
23639,LRRC6
51105,PHF20L1
6482,ST3GAL1
57623,ZFAT
10656,KHDRBS3
83696,TRAPPC9
54108,CHRAC1
5747,PTK2
22898,DENND3
23237,ARC
4061,LY6E
2738,GLI4
79943,ZNF696
116447,TOP1MT
114822,RHPN1
389692,MAFA
23144,ZC3H3
642475,MROH6
1936,EEF1D
65263,PYCR3
7264,TSTA3
9831,ZNF623
225689,MAPK15
100616318,MIR4664
286077,FAM83H
23513,SCRIB
22827,PUF60
340371,NRBP2
83481,EPPK1
5339,PLEC
2907,GRINA
8733,GPAA1
1537,CYC1
84232,MAF1
23246,BOP1
8694,DGAT1
26233,FBXL6
203054,ADCK5
4796,TONSL
50626,CYHR1
90990,KIFC2
84988,PPP1R16A
2875,GPT
113655,MFSD3
9401,RECQL4
9684,LRRC14
441381,LRRC24
414919,C8orf82
80728,ARHGAP39
6132,RPL8
7553,ZNF7
28991,COMMD5
286103,ZNF252P-AS1
65265,C8orf33
23189,KANK1
6595,SMARCA2
169792,GLIS3
6505,SLC1A1
403313,PLPP6
50808,AK3
10171,RCL1
3717,JAK2
57589,RIC1
158358,KIAA2026
2731,GLDC
23081,KDM4C
5789,PTPRD
8777,MPDZ
4781,NFIB
340481,ZDHHC21
11168,PSIP1
54796,BNC2
6456,SH3GL2
123,PLIN2
55667,DENND4C
63951,DMRTA1
1993,ELAVL2
286319,TUSC1
79886,CAAP1
79817,MOB3B
158038,LINGO2
48,ACO1
573,BAG1
360,AQP3
441459,ANKRD18B
54926,UBE2R2
55833,UBAP2
347240,KIF24
203259,FAM219A
1271,CNTFR
138715,ARID3C
10280,SIGMAR1
23349,PHF24
25822,DNAJB5
7415,VCP
2189,FANCG
84720,PIGO
7016,TESK1
971,CD72
7169,TPM2
57704,GBA2
84681,HINT2
51754,TMEM8B
8434,RECK
152007,GLIPR2
1211,CLTA
152006,RNF38
84186,ZCCHC7
9380,GRHPR
26267,FBXO10
22844,FRMPD1
158234,TRMT10B
79269,DCAF10
92014,SLC25A51
6461,SHB
219,ALDH1B1
158228,FAM201A
8395,PIP5K1B
2395,FXN
9414,TJP2
320,APBA1
375743,PTAR1
687,KLF9
80036,TRPM3
23670,CEMIP2
7763,ZFAND5
140803,TRPM6
55071,C9orf40
138199,CARNMT1
5125,PCSK5
55312,RFK
23230,VPS13A
100286938,VPS13A-AS1
2776,GNAQ
7088,TLE1
158158,RASEF
80318,GKAP1
55582,KIF27
3190,HNRNPK
51280,GOLM1
2619,GAS1
1612,DAPK1
23552,CDK20
10927,SPIN1
1903,S1PR3
1164,CKS2
79048,SECISBP2
10507,SEMA4D
6850,SYK
549,AUH
4783,NFIL3
4920,ROR2
10558,SPTLC1
401541,CENPP
55035,NOL8
23299,BICD2
138649,ANKRD19P
84270,CARD19
4814,NINJ1
65268,WNK2
158293,FAM120AOS
5253,PHF2
138639,PTPDC1
84909,AOPEP
5727,PTCH1
195828,ZNF367
22927,HABP4
8555,CDC14B
195827,PRXL2C
1515,CTSV
23424,TDRD7
7111,TMOD1
7507,XPA
9830,TRIM14
7464,CORO2A
9568,GABBR2
79695,GALNT12
1306,COL15A1
7046,TGFBR1
8013,NR4A3
54881,TEX10
91283,MSANTD3
8577,TMEFF1
84302,PGAP4
10592,SMC2
25934,NIPSNAP3A
23446,SLC44A1
5887,RAD23B
8727,CTNNAL1
54566,EPB41L4B
114299,NA
79987,SVEP1
1902,LPAR1
23392,ECPAS
552891,DNAJC25-GNG10
2790,GNG10
64420,SUSD1
9991,PTBP3
158405,KIAA1958
401548,SNX30
54836,BSPRY
113220,KIF12
25861,WHRN
203197,TMEM268
1955,MEGF9
26190,FBXW2
7185,TRAF1
11064,CNTRL
2934,GSN
2681,GGTA1P
158135,TTLL11
54542,RC3H2
57684,ZBTB26
23637,RABGAP1
55342,STRBP
57706,DENND1A
2649,NR6A1
401551,WDR38
11224,RPL35
81873,ARPC5L
2800,GOLGA1
5537,PPP6C
10244,RABEPK
26130,GAPVD1
79109,MAPKAP1
5090,PBX3
89853,MVB12B
403341,ZBTB34
9649,RALGPS1
64855,NIBAN2
6812,STXBP1
158248,TTC16
100616250,MIR3960
1025,CDK9
2356,FPGS
30815,ST6GALNAC6
138429,PIP5KL1
399665,FAM102A
203245,NAIF1
114789,SLC25A25
80142,PTGES2
